Project,Project Name,Description,Project ID,Work Category Description,Sdescrip,Slineid,Svoltage,Span Start,Span End,Division Description,Division Code,SRA LRA,Complete Date Plan (PI),Complete Date Plan (Trim),Complete Date Forecast (PI),Start Date Actual (PI),Complete Date Actual (PI),Start Date Actual (Trim),Complete Date Forecast (Trim),Complete Date Actual (Trim),Cycle Name,DT Start Date,DT End Date,Project Category,Dist / Trans,Project Year,LRA Mi,SRA Mi,Actual PI,Forecast PI,Actual Trim,Totalmiles,Text Description,Bnerc,Voltage List,Bmajortransferpath,bMajorTransferPath
CR-Bellota-Weber,CR-Vaca Tesla-NERC,CR-Vaca Telsa,133218,System Maintenence,Shiloh II Birds Landing Sw Sta,20217,230,000/001,003/029,Sacramento,SA,S,4/7/2016,5/26/2016,4/7/2016,,,,5/26/2016 0:00:00,,,,,RS,T,2016,60,0,0,30,0,70,,1,"60,230,500,NERC",0,0
CR-Howe-NON-NERC,CR-Vaca Tesla-NERC,CR-Vaca Telsa,133218,System Maintenence,Peabody-Birds Landing Sw Sta,20205,230,003/023,019/131M,Sacramento,SA,S,4/7/2016,5/26/2016,4/7/2016,,,,5/26/2016 0:00:00,,,,,RS,T,2016,60,0,0,30,0,70,,1,"60,230,500,NERC",0,0
CR-MI Pittsburg Eastshore,CR-Vaca Tesla-NERC,CR-Vaca Telsa,133218,System Maintenence,High Winds-Birds Landing Sw Sta,20206,230,000/001,000/006,Sacramento,SA,S,4/7/2016,5/26/2016,4/7/2016,,,,5/26/2016 0:00:00,,,,,RS,T,2016,60,0,0,30,0,70,,1,"60,230,500,NERC",0,0
CR-RANCHO SECO-BELLOTA,CR-Vaca Tesla-NERC,CR-Vaca Telsa,133218,System Maintenence,Vaca-Tesla,50021,500,000/000,031/132,Sacramento,SA,S,4/7/2016,5/26/2016,4/7/2016,,,,5/26/2016 0:00:00,,,,,RS,T,2016,60,0,0,30,0,70,,1,"60,230,500,NERC",0,0
CR-Tesla Stockton Cogen Jct,CR-Vaca Tesla-NERC,CR-Vaca Telsa,133218,System Maintenence,Vaca Peabody,20191,230,000/000,003/022A,Sacramento,SA,S,4/7/2016,5/26/2016,4/7/2016,,,,5/26/2016 0:00:00,,,,,RS,T,2016,60,0,0,30,0,70,,1,"60,230,500,NERC",0,0
CR-TESLA-LOS BANOS,CR-Vaca Tesla-NERC,CR-Vaca Telsa,133218,System Maintenence,Travis 60kv Tap,60066A,60,000/000,002/018,Sacramento,SA,S,4/7/2016,5/26/2016,4/7/2016,,,,5/26/2016 0:00:00,,,,,RS,T,2016,60,0,0,30,0,70,,1,"60,230,500,NERC",0,0
CR-TESLA-LOS BANOS,CR-Vaca Tesla-NERC,CR-Vaca Telsa,133218,System Maintenence,Vaca Lambie Sw Sta,20188,230,000/000,012/085A,Sacramento,SA,S,4/7/2016,5/26/2016,4/7/2016,,,,5/26/2016 0:00:00,,,,,RS,T,2016,60,0,0,30,0,70,,1,"60,230,500,NERC",0,0
CR-RANCHO SECO-BELLOTA,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Vaca-Tesla,50021,500,034/144,034/145,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
CR-RANCHO SECO-BELLOTA,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Vaca-Tesla,50021,500,036/149,036/150,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
CR-RANCHO SECO-BELLOTA,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Vaca-Tesla,50021,500,036/152,036/153,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
CR-RANCHO SECO-BELLOTA,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Vaca-Tesla,50021,500,042/175,042/177,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
CR-RANCHO SECO-BELLOTA,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Vaca-Tesla,50021,500,056/234,056/235,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
CR-TESLA-MANTECA,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Table Mountain-Tesla,50015,500,114/447,114/450,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
CR-TESLA-MANTECA,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Table Mountain-Tesla,50015,500,120/472,120/474,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
VALLEY SPRINGS-MARTEL #1,CR-VACA-TESLA 500KV,CR-VACA-TESLA 500KV,136225,System Maintenence,Table Mountain-Tesla,50015,500,134/531,134/532,East Bay,EB,S,3/12/2016,4/7/2016,3/12/2016,,,,4/7/2016 0:00:00,,,,,RS,T,2016,0,52,0,20,0,3.5,,1,"500,NERC",0,0
CR-Folsom-NON-NERC,CR-Vallejo Corridor,CR-Vallejo,135241,System Maintenence,PARKWAY-MORAGA,20166,230,SUB/SUB,005/034,North Bay,NB,,2/15/2016,3/16/2016,2/15/2016,,,,3/16/2016 0:00:00,,,,,RS,T,2016,0,0,0,40,0,20,,0,"230,NERC",0,0
CR-STAN-MAN,CR-Vallejo Corridor,CR-Vallejo,135241,System Maintenence,VACA-BAHIA,20154,230,022/120,SUB/SUB,North Bay,NB,,2/15/2016,3/16/2016,2/15/2016,,,,3/16/2016 0:00:00,,,,,RS,T,2016,0,0,0,40,0,20,,0,"230,NERC",0,0
CR-STAN-MAN,CR-Vallejo Corridor,CR-Vallejo,135241,System Maintenence,VACA-PARKWAY,20158,230,022/120,SUB/SUB,North Bay,NB,,2/15/2016,3/16/2016,2/15/2016,,,,3/16/2016 0:00:00,,,,,RS,T,2016,0,0,0,40,0,20,,0,"230,NERC",0,0
Moss Landing-Del Monte #1,CR-Vallejo Corridor,CR-Vallejo,135241,System Maintenence,BAHIA-MORAGA,20003,230,SUB/SUB,008/050,North Bay,NB,,2/15/2016,3/16/2016,2/15/2016,,,,3/16/2016 0:00:00,,,,,RS,T,2016,0,0,0,40,0,20,,0,"230,NERC",0,0
CR-CHOWCHILLA-KERKOFF,CR-VALLEY SPRINGS-MARTELL #2,CR-VALLEY SPRINGS-MARTELL#2,134801,Local Maintenance,VALLEY SPRINGS-MARTEL #2,60225,60,000/000,034/521,Stockton,ST,S,3/18/2016,4/10/2016,3/18/2016,,,,4/10/2016 0:00:00,,,,,RT,T,2016,11.90999985,30.29000092,0,25,0,21.20000076,,0,60,0,0
CR-CHOWCHILLA-KERKOFF,CR-VALLEY SPRINGS-MARTELL #2,CR-VALLEY SPRINGS-MARTELL#2,134801,Local Maintenance,VALLEY SPRINGS-MARTEL #2,60225,60,027/006,030/017,Stockton,ST,S,3/18/2016,4/10/2016,3/18/2016,,,,4/10/2016 0:00:00,,,,,RT,T,2016,11.90999985,30.29000092,0,25,0,21.20000076,,0,60,0,0
CR-Cortina Mendocino-NON-NERC,CR-VALLEY SPRINGS-MARTELL #2,CR-VALLEY SPRINGS-MARTELL#2,134801,Local Maintenance,Pardee #2 60kv Tap,60225A,60,000/001,009/128,Stockton,ST,S,3/18/2016,4/10/2016,3/18/2016,,,,4/10/2016 0:00:00,,,,,RT,T,2016,11.90999985,30.29000092,0,25,0,21.20000076,,0,60,0,0
CR-Folsom,CR-VALLEY SPRINGS-MARTELL #2,CR-VALLEY SPRINGS-MARTELL#2,134801,Local Maintenance,Pardee #1 60kv Tap,60223A,60,004/082,009/003,Stockton,ST,S,3/18/2016,4/10/2016,3/18/2016,,,,4/10/2016 0:00:00,,,,,RT,T,2016,11.90999985,30.29000092,0,25,0,21.20000076,,0,60,0,0
CR-Gates Panoche-1,CR Vandenberg Corridor,CR-VANDENBERG CORRIDOR,135170,Local Maintenance,Divide-Vandenberg #1,70020,70,DIV/SUB,VAN/SUB,Los Padres,LP,S,7/21/2016,9/5/2016,7/21/2016,,,,9/5/2016 0:00:00,,,,,RT,T,2016,0,12,0,0,0,13.36999989,70kv,0,70,0,0
CR-Gates Panoche-1,CR Vandenberg Corridor,CR-VANDENBERG CORRIDOR,135170,Local Maintenance,Divide-Vandenberg #2,70021,70,DIV/SUB,VAN/SUB,Los Padres,LP,S,7/21/2016,9/5/2016,7/21/2016,,,,9/5/2016 0:00:00,,,,,RT,T,2016,0,12,0,0,0,13.36999989,70kv,0,70,0,0
CR-STAGG-TESLA,CR-VIERRA-TRACY,CR-VIERRA-TRACY,135288,System Maintenence,VIERRA-TRACY-KASSON,10373,115,004/031,015/110,Stockton,ST,L,5/14/2016,6/25/2016,5/14/2016,,,,6/25/2016 0:00:00,,,,,RS,T,2016,3.700000048,7.190000057,0,1,0,20,,0,115,0,0
CR-Belden to Caribou,CR-W Fresno #2,CR-W Fresno #2,132145,Orchard Maintenance,Mc Call-West Fresno #2,10163,115,011/056,019/095,Fresno,FR,S,5/28/2016,10/22/2016,5/28/2016,,,,10/22/2016 0:00:00,,,,,OM,T,2016,0,0,0,80,0,,Orchards,0,115,0,0
CR-CROCKETT-SOBRANTE,CR-W Fresno #2,CR-W Fresno #2,132145,Orchard Maintenance,California Ave-McCall,10437,115,011/056,018/087,Fresno,FR,S,5/28/2016,10/22/2016,5/28/2016,,,,10/22/2016 0:00:00,,,,,OM,T,2016,0,0,0,80,0,,Orchards,0,115,0,0
CR-LOS BANOS-PANOCHE,CR-W Fresno #2,CR-W Fresno #2,132145,Orchard Maintenance,West Fresno - California Ave,10438,115,018/091,019/092,Fresno,FR,S,5/28/2016,10/22/2016,5/28/2016,,,,10/22/2016 0:00:00,,,,,OM,T,2016,0,0,0,80,0,,Orchards,0,115,0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER #1,CR-WEBER #1,135353,Local Maintenance,WEBER #1,60232,60,000/012,AC7/115,Stockton,ST,S,9/15/2016,10/19/2016,9/15/2016,,,,10/19/2016 0:00:00,,,,,RT,T,2016,14.10000038,0,0,1,0,10.10000038,,0,60,0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER #1,CR-WEBER #1,135353,Local Maintenance,WEBER #1,60232,60,002/051,AB3/062,Stockton,ST,S,9/15/2016,10/19/2016,9/15/2016,,,,10/19/2016 0:00:00,,,,,RT,T,2016,14.10000038,0,0,1,0,10.10000038,,0,60,0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER #1,CR-WEBER #1,135353,Local Maintenance,WEBER #1,60232,60,A02/047,A04/088,Stockton,ST,S,9/15/2016,10/19/2016,9/15/2016,,,,10/19/2016 0:00:00,,,,,RT,T,2016,14.10000038,0,0,1,0,10.10000038,,0,60,0,0
CR-BELLOTA-WARNERVILLE,CR-Weber-Mormon Jct,CR-WEBER-MORMON JCT,132122,Orchard Maintenance,WEBER-MORMON JCT,60234,60,000/001,A12/217,Stockton,ST,S,12/26/2015,2/6/2016,1/16/2016,,,,2/27/2016 0:00:00,,,,,OM,T,2016,0,0.100000001,0,1,0,,Orchards,0,60,0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER-MORMON JCT,CR-WEBER-MORMON JCT,136538,Local Maintenance,WEBER-MORMON JCT,60234,60,003/050,013/255,Stockton,ST,S,8/19/2016,9/19/2016,8/19/2016,,,,9/19/2016 0:00:00,,,,,RT,T,2016,14.10999966,0,0,1,0,10.01000023,,0,60,0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER-MORMON JCT,CR-WEBER-MORMON JCT,136538,Local Maintenance,WEBER-MORMON JCT,60234,60,A08/132,A12/218,Stockton,ST,S,8/19/2016,9/19/2016,8/19/2016,,,,9/19/2016 0:00:00,,,,,RT,T,2016,14.10999966,0,0,1,0,10.01000023,,0,60,0,0
Amfor 60kv Tap,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,Stockton-Newark,60215,60,020/136,025/171,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-Aerial Patrol,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,STOCKTON A-LCKFRD-BELLOTA #1,10322,115,014/095B,018/121,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,WEBER #1,60232,60,000/000,000/012,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,WEBER #1,60232,60,AC5/098,AC7/115,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-BELLOTA-WARNERVILLE,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,WEBER-TESLA,20161,230,014/097A,037/251,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-Geysers,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,Leprino Foods (Tracy) 115kv Tap,10338C,115,002/014A,002/014B,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-HOWLAND RD JCT,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,Tesla-Tracy - 115kv,10338,115,000/001,003/008,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-HOWLAND RD JCT,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,Tesla-Tracy - 115kv,10338,115,018/121B,037/251,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-Oleum Moeser,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,Bellota-Tesla #2,20006,230,014/097A,037/251,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
Melones-Racetrack,CR-WEBER-TESLA,CR-WEBER-TESLA,133433,System Maintenence,STOCKTON A-LCKFRD-BELLOTA #2,10323,115,014/195B,018/121B,Stockton,ST,S,2/15/2016,3/28/2016,2/15/2016,,,,3/28/2016 0:00:00,,,,,RS,T,2016,87.37000275,0,0,23,0,100,,1,"60,115,230,NERC",0,0
CR-LOS BANOS-PANOCHE,CR-Weimar-FHILL-LOC,CR-Weimar,135208,Local Maintenance,WEIMAR #1,60152,60,004/066,009/144,Sierra,SI,S,2/15/2016,3/18/2016,2/15/2016,12/3/2015,,,3/18/2016 0:00:00,,,,,RT,T,2016,0,35,1,15,0,15,60kv Local,0,60,0,0
60/70 kV Repatrol,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,Deepwater #2 115kv Tap,10349A,115,000/001,002/005,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
Balch - Sanger - 2,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,Deepwater #1 115kv Tap,10350A,115,000/001,002/005,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
CR-Aerial Patrol Sierra-NERC,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,Post Office 115kv Tap,10350B,115,000/001,000/014,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
CR-Aerial Patrol Sierra-NERC,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,Post Office 115kv Tap,10350B,115,000/007,A00/008,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
CR-Agnew - Zanker 115 kV,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,RIO OSO-WEST SACRAMENTO,10279,115,S14/097,011/078,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
CR-LOS BANOS-PANOCHE,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,WEST SACRAMENTO-BRIGHTON,10349,115,000/001,011/078,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
CR-LOS BANOS-PANOCHE,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,West Sacramento-Davis,10350,115,000/001,010/168,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
HOLLISTER #2 115 KV,CR-West Sac-NON-NERC,CR-West Sac,135399,System Maintenence,Allison-Davis(idle) 60kv,60387,60,063/107,050/40B,Sacramento,SA,L,12/10/2015,1/15/2016,1/1/2016,,,,2/1/2016 0:00:00,,,,,RS,T,2016,50,0,0,90,0,30,,0,"60,115",0,0
CR-Bellota-Riverbank,CR-Wheatland-LOC,CR-Wheatland,135214,Local Maintenance,Smartville-Nicolaus #1,60199,60,009/175,029/596,Sacramento,SA,S,1/29/2016,4/22/2016,12/23/2015,11/16/2015,12/23/2015,12/28/2015,1/9/2016 0:00:00,1/9/2016 0:00:00,,,,RT,T,2016,49,0,7,7,7,49,,0,60,0,0
CR-Gold Hill-Bellota,CR-Wheatland-LOC,CR-Wheatland,135214,Local Maintenance,Smartville Camp Far West 60KV,60400,60,015/290,022/431,Sacramento,SA,S,1/29/2016,4/22/2016,12/23/2015,11/16/2015,12/23/2015,12/28/2015,1/9/2016 0:00:00,1/9/2016 0:00:00,,,,RT,T,2016,49,0,7,7,7,49,,0,60,0,0
CR-Lammers Kasson,CR-Wheatland-LOC,CR-Wheatland,135214,Local Maintenance,SMARTVILLE-NICOLAUS #2,60200,60,009/177,029/597,Sacramento,SA,S,1/29/2016,4/22/2016,12/23/2015,11/16/2015,12/23/2015,12/28/2015,1/9/2016 0:00:00,1/9/2016 0:00:00,,,,RT,T,2016,49,0,7,7,7,49,,0,60,0,0
Merced #1,CR-Wheatland-LOC,CR-Wheatland,135214,Local Maintenance,SMARTVILLE-NICOLAUS #2,60200,60,027/555,060/441,Sacramento,SA,S,1/29/2016,4/22/2016,12/23/2015,11/16/2015,12/23/2015,12/28/2015,1/9/2016 0:00:00,1/9/2016 0:00:00,,,,RT,T,2016,49,0,7,7,7,49,,0,60,0,0
Salado-Newman #1,CR-Wheatland-LOC,CR-Wheatland,135214,Local Maintenance,Smartville Camp Far West 60KV,60400,60,009/178,A02/035,Sacramento,SA,S,1/29/2016,4/22/2016,12/23/2015,11/16/2015,12/23/2015,12/28/2015,1/9/2016 0:00:00,1/9/2016 0:00:00,,,,RT,T,2016,49,0,7,7,7,49,,0,60,0,0
Balch - Sanger - 1,CR-Whiskytown to Cottonwood,CR-Whiskytown to Cottonwood,134174,System Maintenence,Cottonwood-Benton #2,60057,60,009/088,Cot/Sub,North Valley,NV,S,7/21/2016,9/2/2016,7/21/2016,,,,9/2/2016 0:00:00,,,,,RS,T,2016,0,44.06000137,0,345,0,20,115kv&60kv corridor,0,"60,115",0,0
CR-Herndon Bullard,CR-Whiskytown to Cottonwood,CR-Whiskytown to Cottonwood,134174,System Maintenence,CASCADE-COTTONWOOD,10032,115,035/305,cot/sub,North Valley,NV,S,7/21/2016,9/2/2016,7/21/2016,,,,9/2/2016 0:00:00,,,,,RS,T,2016,0,44.06000137,0,345,0,20,115kv&60kv corridor,0,"60,115",0,0
CR-Ignacio-Sobrante,CR-Whiskytown to Cottonwood,CR-Whiskytown to Cottonwood,134174,System Maintenence,Jessup 115kv Tap,10340A,115,000/001,jes/sub,North Valley,NV,S,7/21/2016,9/2/2016,7/21/2016,,,,9/2/2016 0:00:00,,,,,RS,T,2016,0,44.06000137,0,345,0,20,115kv&60kv corridor,0,"60,115",0,0
CR-TESLA-LOS BANOS,CR-Whiskytown to Cottonwood,CR-Whiskytown to Cottonwood,134174,System Maintenence,TRINITY-COTTONWOOD,10340,115,030/211,cot/sub,North Valley,NV,S,7/21/2016,9/2/2016,7/21/2016,,,,9/2/2016 0:00:00,,,,,RS,T,2016,0,44.06000137,0,345,0,20,115kv&60kv corridor,0,"60,115",0,0
Fulton-Molino-Cotati,CR-Whiskytown to Cottonwood,CR-Whiskytown to Cottonwood,134174,System Maintenence,Keswick-Trinity-Weaverville,60122,60,fre/sub,kes/sub,North Valley,NV,S,7/21/2016,9/2/2016,7/21/2016,,,,9/2/2016 0:00:00,,,,,RS,T,2016,0,44.06000137,0,345,0,20,115kv&60kv corridor,0,"60,115",0,0
CR Midway Corridor,CR-Willow Pass 60KV,CR-Willow Pass 60KV,135119,Local Maintenance,GWF #5 Tap 60kv,60027D,60,012/226,GWF/sub,East Bay,EB,S,9/22/2016,11/20/2016,9/22/2016,,,,11/20/2016 0:00:00,,,,,RT,T,2016,0,18.57999992,0,50,0,19.39999962,,0,60,0,0
CR-Aerial Patrol,CR-Willow Pass 60KV,CR-Willow Pass 60KV,135119,Local Maintenance,Stauffer 60kv Tap,60027B,60,005/075,Sta/Sub,East Bay,EB,S,9/22/2016,11/20/2016,9/22/2016,,,,11/20/2016 0:00:00,,,,,RT,T,2016,0,18.57999992,0,50,0,19.39999962,,0,60,0,0
CR-Aerial Patrol Sierra-NERC,CR-Willow Pass 60KV,CR-Willow Pass 60KV,135119,Local Maintenance,Port Costa Brick 60kv Tap,60027A,60,002/025,Por/Sub,East Bay,EB,S,9/22/2016,11/20/2016,9/22/2016,,,,11/20/2016 0:00:00,,,,,RT,T,2016,0,18.57999992,0,50,0,19.39999962,,0,60,0,0
CR-TESLA-LOS BANOS,CR-Willow Pass 60KV,CR-Willow Pass 60KV,135119,Local Maintenance,Urich 60kv Tap,60027C,60,006/086,Uri/Sub,East Bay,EB,S,9/22/2016,11/20/2016,9/22/2016,,,,11/20/2016 0:00:00,,,,,RT,T,2016,0,18.57999992,0,50,0,19.39999962,,0,60,0,0
CR-W Fresno #2,CR-Willow Pass 60KV,CR-Willow Pass 60KV,135119,Local Maintenance,CHRISTIE-WILLOW PASS,60027,60,Chr/Sub,Wil/Sub,East Bay,EB,S,9/22/2016,11/20/2016,9/22/2016,,,,11/20/2016 0:00:00,,,,,RT,T,2016,0,18.57999992,0,50,0,19.39999962,,0,60,0,0
CR-LOCKEFORD-LOCKEFORD JCT,CR-WILSON-ATWATER,CR-WILSON-ATWATER,134413,System Maintenence,Wilson-Atwater #2,10354,115,005/036,015/108,Stockton,ST,S,6/4/2016,7/16/2016,6/4/2016,,,,7/16/2016 0:00:00,,,,,RS,T,2016,0,22.61000061,0,50,0,30,,0,115,0,0
SOLEDAD #1,CR-WILSON-ATWATER,CR-WILSON-ATWATER,134413,System Maintenence,ATWATER-EL CAPITAN,10003,115,008/054,015/108,Stockton,ST,S,6/4/2016,7/16/2016,6/4/2016,,,,7/16/2016 0:00:00,,,,,RS,T,2016,0,22.61000061,0,50,0,30,,0,115,0,0
Wheeler Ridge-San Bernard,CR-WILSON-ATWATER,CR-WILSON-ATWATER,134413,System Maintenence,EL CAPITAN-WILSON,10065,115,005/036,008/053A,Stockton,ST,S,6/4/2016,7/16/2016,6/4/2016,,,,7/16/2016 0:00:00,,,,,RS,T,2016,0,22.61000061,0,50,0,30,,0,115,0,0
Bonita 70kv Tap,CR-WILSON-GREGG,CR-WILSON-GREGG,136553,System Maintenence,WILSON-GREGG,20162,230,061/386A,102/682,Stockton,ST,S,2/27/2016,4/9/2016,2/27/2016,,,,4/9/2016 0:00:00,,,,,RS,T,2016,89.22000122,0.469999999,0,63,0,80,,1,"115,230,NERC",0,0
BRICEBURG JCT-MARIPOSA-70k,CR-Wilson-Gregg,CR-WILSON-GREGG,132086,Orchard Maintenance,WILSON-GREGG,20162,230,sub/000,102/682,Stockton,ST,S,1/30/2016,3/12/2016,1/30/2016,1/4/2016,,,3/12/2016 0:00:00,,,,,OM,T,2016,0,30.20000076,1057,3206,0,,Orchards,1,"115,230,NERC",0,0
CR-LOS BANOS-CANAL-ORO LOMA,CR-WILSON-GREGG,CR-WILSON-GREGG,136553,System Maintenence,Wilson-Le Grand,10355,115,000/000,001/016,Stockton,ST,S,2/27/2016,4/9/2016,2/27/2016,,,,4/9/2016 0:00:00,,,,,RS,T,2016,89.22000122,0.469999999,0,63,0,80,,1,"115,230,NERC",0,0
CR-MORAGA SUB,CR-Wilson-Gregg,CR-WILSON-GREGG,132086,Orchard Maintenance,BORDEN-GREGG,20009,230,096/638,102/682,Stockton,ST,S,1/30/2016,3/12/2016,1/30/2016,1/4/2016,,,3/12/2016 0:00:00,,,,,OM,T,2016,0,30.20000076,1057,3206,0,,Orchards,1,"115,230,NERC",0,0
CR-MORAGA SUB,CR-WILSON-GREGG,CR-WILSON-GREGG,136553,System Maintenence,BORDEN-GREGG,20009,230,096/634B,102/682,Stockton,ST,S,2/27/2016,4/9/2016,2/27/2016,,,,4/9/2016 0:00:00,,,,,RS,T,2016,89.22000122,0.469999999,0,63,0,80,,1,"115,230,NERC",0,0
CR-RIO OSO-LOCKFRD-BELLOTA,CR-Wilson-Gregg,CR-WILSON-GREGG,132086,Orchard Maintenance,Wilson Borden 230kv,20203,230,001/016,091/599,Stockton,ST,S,1/30/2016,3/12/2016,1/30/2016,1/4/2016,,,3/12/2016 0:00:00,,,,,OM,T,2016,0,30.20000076,1057,3206,0,,Orchards,1,"115,230,NERC",0,0
CR-RIO OSO-LOCKFRD-BELLOTA,CR-WILSON-GREGG,CR-WILSON-GREGG,136553,System Maintenence,Wilson Borden 230kv,20203,230,060/383F,096/634A,Stockton,ST,S,2/27/2016,4/9/2016,2/27/2016,,,,4/9/2016 0:00:00,,,,,RS,T,2016,89.22000122,0.469999999,0,63,0,80,,1,"115,230,NERC",0,0
